site_id,mse,rmse,r2,relative_error,mae
US-xHA,0.006657313555479,0.0815923621148392,0.5039464235305786,0.1552958041429519,0.0641370341181755
US-xHE,0.0012705989647656,0.0356454620501077,0.6547946929931641,0.0888815075159072,0.0256395060569047
US-xJE,0.0025626295246183,0.050622421165116,0.7069638967514038,0.099010944366455,0.0345877967774868
US-xKA,0.0037190965376794,0.0609843958540169,0.067588984966278,0.1074255034327507,0.0474099777638912
US-xKZ,0.0023104129359126,0.0480667549966981,0.6822620034217834,0.1053924337029457,0.0377941764891147
US-xMB,0.0016160843661054,0.0402005518134452,-1.3772571086883545,0.0919359549880027,0.0324519909918308
US-xML,0.0115026403218507,0.1072503628052174,-13.812780380249023,0.1619130074977874,0.0846877768635749
US-xNQ,0.0020949731115251,0.0457708762372447,-0.2288277149200439,0.0769327953457832,0.0357487946748733
US-xRM,0.002500730799511,0.0500073074611208,0.6208593249320984,0.1233814656734466,0.0369037203490734
US-xSB,0.0013689895858988,0.0369998592686352,0.7945809364318848,0.0713391676545143,0.0290138516575098
US-xSE,0.0022007639054208,0.0469123001506097,0.6650282740592957,0.0914756581187248,0.0341218784451484
US-xSR,0.0024904559832066,0.0499044685695242,-0.6284157037734985,0.0483273118734359,0.0407772846519947
US-xST,0.0045520504936575,0.067468885374353,0.7180579900741577,0.1825191527605056,0.0481715202331543
US-xTA,0.0030422518029809,0.0551566115980749,0.3393073081970215,0.1403648853302002,0.044624138623476
US-xTR,0.0033045771997421,0.0574854520704342,0.6683738231658936,0.0918363407254219,0.042624358087778
US-xUK,0.0017360601341351,0.041666054938465,0.7053667306900024,0.0812721773982048,0.0328478813171386
US-xUN,0.0040854853577911,0.0639178015719501,0.587256908416748,0.1640129089355468,0.0501630902290344
US-xYE,0.0030734888277947,0.0554390550766766,0.0884023904800415,0.1062459722161293,0.0426111631095409
ZM-Mon,0.008742943406105,0.0935037079805129,-0.1194730997085571,0.1585494875907898,0.0723746046423912
