site,mse,r2,relative_error,mae,rmse
RU-Cok,0.03244891405890839,-0.020153849759827702,1.1568687694810256,0.15520255584063047,0.1801358211431263
RU-Fy2,0.013936841939541058,-0.0003650344805687933,1.009519863284969,0.08691046682928398,0.11805440245726145
RU-Fyo,0.016127569846317247,-0.0006824953763349129,1.0530571095603136,0.0957942079911132,0.12699436934887012
RU-Ha1,0.027048730539834597,-0.00214300553050073,0.9987949097409137,0.1252501781448712,0.16446498271618368
SD-Dem,0.013447250643513967,-0.001010415381542451,1.12066298991216,0.07633167339543745,0.11596228112413953
SE-Deg,0.0058640359974158306,-0.00025950509905303676,1.0159403245581156,0.05774211438842575,0.07657699391733676
SE-Htm,0.016485786788789734,0.00018470390274982762,1.018412474383024,0.10367801793010091,0.12839698901761573
SE-Lnn,0.012011344500329603,-0.0008339252765294791,1.000542143738187,0.05990804312200591,0.10959627959164309
SE-Nor,0.012361612307726614,5.649482328973221e-05,1.0166172936395879,0.08820997141380972,0.11118278782134676
SE-Ros,0.014259667279276935,-0.00014444769271793056,1.0040806647537615,0.09121122813480095,0.1194138487750769
SE-Svb,0.0168406437826605,-0.00037689110855354535,1.0096352269788613,0.10088708315862255,0.12977150605067547
SJ-Adv,0.010575831668744932,-0.004994085293231754,1.13827580635179,0.08311277733419614,0.10283886263832819
US-A32,0.012738185807051548,-0.0009372284408641907,1.0427991324713373,0.08645485618726768,0.1128635716564541
US-AR1,0.0025458858187383305,-0.000601133992619518,1.1633960966112364,0.03167842658937932,0.05045677178276797
US-AR2,0.004152927641583937,-0.0059451733934596795,6.219363473139615,0.04212347366658197,0.06444321253308169
US-ARM,0.005093093530625345,-0.003916879838785636,1.1144500826759391,0.0464148075803711,0.07136591294606512
US-ARb,0.011835961554842738,-0.0030852066702315994,1.08015277106849,0.07572094474657097,0.10879320546267005
US-ARc,0.017778682576388618,-0.004812663488876989,1.2088512491690697,0.10232145638856971,0.13333672628495352
US-Atq,0.01278751453494729,-7.509919838222245e-05,1.276613380665518,0.07619302452385102,0.11308189304635508
US-BZB,0.003893136009361768,-0.001113213269342772,1.084437482823238,0.0482488630601617,0.06239499987468361
US-BZF,0.005724645986793918,-0.0015110759275163144,1.1246385883607994,0.0520732617672421,0.07566139033082803
US-BZS,0.003590769278974091,-0.0015659463378787652,1.1278123229751227,0.0469667906865834,0.05992302795231639
US-BZo,0.0034842553983880716,-0.00014927073714221528,1.0263337404781798,0.040624023250000474,0.05902758167490916
US-Bi1,0.021783897768934357,-0.00028104865665223855,1.0030108774548294,0.11499031571621558,0.1475936914943669
US-Bi2,0.01600487510894028,-0.00034989208506930325,1.0410485891033125,0.07877680840519677,0.1265103754991672
US-Blo,0.028948882147964893,-0.00021377831758151444,1.0139082982268144,0.14860364678135424,0.17014371028035358
US-CF1,0.010669278572526843,-0.0024112685710417914,1.0242180017909426,0.0526455830963511,0.10329219995975902
US-CF2,0.011504249040424918,-0.0009670217487740551,1.290355927774507,0.06510148011202764,0.10725786237113305
US-CF3,0.007104109641355146,-0.0002315743756731159,1.077049669457946,0.04418093664382433,0.08428588043886796
US-CF4,0.010118295531520702,-8.885215185849837e-05,1.1283239894808597,0.05695894883872643,0.10058973869893838
US-CRT,0.008228047667230315,-0.001484416586676307,1.173270352762175,0.05174083266587484,0.09070858651324204
US-CS1,0.009966210057697511,-0.004248184332336757,1.1323169649704061,0.050628797299622115,0.09983090732682695
US-CS3,0.012727515884894932,-0.0017179159699616253,1.1229991697901642,0.06255055541266046,0.11281629263938313
US-CS4,0.012074116674801651,-0.022231191148196716,2.480872341285637,0.07706540587603238,0.10988228553684917
US-EDN,0.0069101230563705035,-0.004589166872303485,1.2576601766892457,0.06730073779927269,0.083127149935328
US-GLE,0.004257673399278631,-0.0013649285630348285,1.294305496577353,0.04268506515340325,0.06525084979736763
US-Goo,0.012529314800093791,0.00026018198957222793,1.0132743587614024,0.08451356477411609,0.11193442187322804
US-HB1,0.0020896963541420376,-0.017135795284224375,1.13682628587186,0.03421573509653345,0.04571319671760046
US-HWB,0.001852622466643429,-0.001013150219071779,1.041012951530102,0.02753473251265924,0.043042101094665774
US-Hn3,0.00538407456021336,-0.014134113290086292,1.3942249588617557,0.058656798141850555,0.07337625338086812
US-Ho2,0.008039568784281404,-0.001877785279851052,0.9996649420715473,0.06706779152194739,0.08966364248836539
US-IB2,0.006050403293232684,-0.0031062226603948417,1.2442975952821898,0.057068497320170074,0.07778433835440579
US-ICs,0.0008927784672484818,-0.002002131159808407,1.0233201223372657,0.017704191572493637,0.029879398709620676
US-ICt,0.00039766901391739536,-0.0005357013608264793,1.1434202386819048,0.011888147735570589,0.019941640201282224
US-Ivo,0.01511846366729683,-0.0037274299220499962,1.2199303381882425,0.0829566231335281,0.12295716191949467
US-Jo2,0.0007274649787587044,-0.007286883221246043,1.2757995210519872,0.02102312435832031,0.026971558700948382
US-KFS,0.002170657713285372,-0.0005681554240835052,1.0579273982450288,0.033485542426487186,0.04659031780622849
US-KLS,0.0027284658496119223,-0.000623939569602161,1.0459897896185426,0.035228977288547514,0.052234718814328104
US-KS1,0.004099568054616267,-0.006318045914645243,1.0257345360155234,0.057384397330572226,0.06402786935871181
US-KS2,0.008049707069750367,-0.0003443954442376995,1.3691309225060908,0.07917449465342745,0.08972015977332166
US-KS3,0.0022372299102387263,-0.005000628557537912,1.1142585975852182,0.038947855458251725,0.04729936479741273
US-LWW,0.0076520138218651905,-0.0005643924413245571,1.2055147504202919,0.053057190872164435,0.08747578991849797
US-Lin,0.015340154672521984,-0.010572672074220746,1.0972096370853206,0.09293157047748594,0.12385537805247693
US-Los,0.014158315762500076,-0.013841019114819053,1.0353496528399841,0.07894697671556061,0.1189887211566713
US-MOz,0.005016974929424589,-8.249709526286786e-05,1.0390219740584006,0.05115501520803033,0.07083060729250165
US-Me1,0.006737629346503146,-0.006100132006715997,1.3961739938459201,0.05863059741464993,0.08208306370076074
US-Me2,0.007310277729147385,-0.0018576512140626722,1.0589026626088642,0.06901681200327567,0.08550016215860287
US-Me3,0.008556927985632803,0.0002634387530571214,1.0787480448716296,0.07438845043278383,0.09250366471460902
US-Me4,0.030618952259990534,-0.006360827967295535,1.1942788355448202,0.14799551053434357,0.17498271988968092
US-Me5,0.018091415425714984,-0.0018634841331133245,1.0046524990536942,0.10839248897060529,0.1345043323678274
US-Me6,0.009094681960134536,-0.0005034216499111288,1.022683862052497,0.0756467486771376,0.09536604196533763
US-Mpj,0.008802476984823136,-0.0016121762619307756,1.0800898829141292,0.07742877588317114,0.09382151664103036
US-Myb,0.010503201531514824,6.177329142065258e-05,1.0122963907333307,0.07690502092601581,0.10248512834316413
US-NC1,0.008678230646997697,-0.0001919087469104408,1.0550684980838236,0.07331381645829985,0.09315702145838335
US-NC4,0.005678643873701724,-0.00022686185750586674,1.01497306604038,0.06016991155386695,0.07535677722475746
US-NR1,0.016621119373838523,-0.00037793715111145154,1.0726380315611377,0.0945114121241167,0.12892292028122276
US-ONA,0.003693744177544411,-0.00026796889359959053,1.0187271875386112,0.05270992277436427,0.06077618100493327
US-OWC,0.010955732218076815,-0.01395271846887125,1.0905424770158867,0.08724645771089294,0.10466963369610507
US-Oho,0.014759512399712287,-0.0006289293497570014,1.0048884612350986,0.08747864418394409,0.12148873363284468
