site,test_loss,mse,r2,relative_error,mae,rmse
SE-Nor,0.0013514681486412,0.0013514674501493,0.8794559240341187,3.2755398750305176,0.0225804578512907,0.0367623083293437
SE-Ros,0.0010136523051187,0.0010136521887034,0.9182788729667664,0.5954728722572327,0.0178866758942604,0.0318379066884517
SE-Svb,0.0014643277972936,0.0014643273316323,0.9041423201560974,0.694541871547699,0.0225783679634332,0.0382665283977985
SJ-Adv,0.0007011719280853,0.0007011720445007,-7.658093452453613,0.3084765672683716,0.023625511676073,0.0264796540141105
US-A32,0.0022573501337319,0.0022573508322238,0.7111730575561523,1.6215767860412598,0.0326850153505802,0.0475115850567817
US-AR1,0.0008639842853881,0.0008639836451038,0.4107600450515747,2.903717517852783,0.0156852211803197,0.0293935984373092
US-AR2,0.001652268692851,0.0016522679943591,0.1743441820144653,5.650378704071045,0.0234040059149265,0.0406480990350246
US-ARM,0.0023640664294362,0.0023640643339604,0.6129006147384644,2.5836374759674072,0.0277064666152,0.0486216433346271
US-ARb,0.0028927270323038,0.0028927265666425,0.1677121520042419,2.4841136932373047,0.031635332852602,0.0537840723991394
US-ARc,0.0033181479666382,0.0033181472681462,0.6387418508529663,3.638251781463623,0.0369650088250637,0.0576033629477024
US-Atq,0.0061504282057285,0.0061504254117608,0.5373923778533936,2.866131544113159,0.0541765801608562,0.078424647450447
US-BZB,0.00038064995897,0.000380649784347,0.9004034399986267,1.0385189056396484,0.0116188069805502,0.0195102486759424
US-BZF,0.0007919573690742,0.0007919573108665,0.8318589329719543,1.4777628183364868,0.0164348613470792,0.0281417369842529
US-BZS,0.0013098452473059,0.0013098448980599,0.7655465602874756,1.2167261838912964,0.0196999330073595,0.0361917801201343
US-BZo,0.0012329360470175,0.0012329354649409,0.654717743396759,5.524084568023682,0.0196069702506065,0.0351131819188594
US-Bi1,0.0113625153899192,0.0113625172525644,0.5446128845214844,5.891374588012695,0.060954499989748,0.1065951064229011
US-Bi2,0.0015259685460478,0.0015259698266163,0.9083837866783142,1.161096692085266,0.0208797920495271,0.0390636622905731
US-Blo,0.0090041952207684,0.0090041924268007,0.5699811577796936,1.6486799716949463,0.0426072068512439,0.0948904231190681
US-CF1,0.002585292328149,0.0025852927938103,0.8134094476699829,2.0817933082580566,0.0234661512076854,0.0508457757532596
US-CF2,0.0039489804767072,0.0039489814080297,0.7969698309898376,1.859593391418457,0.0315909199416637,0.062840923666954
US-CF3,0.0001020896888803,0.0001020896888803,0.2031593918800354,5.734740734100342,0.005655248183757,0.0101039446890354
